N,Z,A,mass_xx_kev,mass_xx_uncert,bea_kev,A,atom_mass_muu,atom_mass_uncert
88,67,155,-66040,17,8159.21,154,929103,19
87,68,155,-62209,6,8129.44,154,933216,7
86,69,155,-56626,10,8088.38,154,939210,11
85,70,155,-50503,17,8043.82,154,945783,18
84,71,155,-42545,19,7987.44,154,954326,21
83,72,155,-34310#,300#,7929#,154,963170#,320#
82,73,155,-23990#,300#,7858#,154,974250#,320#
99,57,156,-33050#,400#,7997#,155,964520#,430#
98,58,156,-44820#,300#,8068#,155,951880#,320#
97,59,156,-51449.3,1.0,8105.234,155,944766.9,1.1
96,60,156,-60202.1,1.3,8156.326,155,935370.4,1.4
95,61,156,-64166.8,1.2,8176.726,155,931114.1,1.3
94,62,156,-69361,9,8205.01,155,925538,9
93,63,156,-70083,4,8204.619,155,924763,4
92,64,156,-72535.3,1.0,8215.325,155,922130.1,1.1
91,65,156,-70091,4,8194.641,155,924754,4
90,66,156,-70529.4,1.0,8192.437,155,924283.6,1.1
89,67,156,-65540,40,8155.43,155,929640,40
88,68,156,-64212,25,8141.91,155,931066,26
87,69,156,-56834,14,8089.60,155,938986,15
86,70,156,-53266,9,8061.71,155,942817,10
85,71,156,-43700,50,7995.4,155,953090,60
84,72,156,-37820,150,7952.7,155,959400,160
83,73,156,-26000#,300#,7872#,155,972090#,320#
100,57,157,-29070#,300#,7972#,156,968790#,320#
99,58,157,-39930#,400#,8037#,156,957130#,430#
98,59,157,-48435,3,8085.817,156,948003,3
97,60,157,-56494.1,2.1,8132.167,156,939351.1,2.3
96,61,157,-62297,7,8164.15,156,933121,8
95,62,157,-66678,4,8187.064,156,928419,5
94,63,157,-69459,4,8199.798,156,925433,5
93,64,157,-70823.9,1.0,8203.507,156,923967.4,1.0
92,65,157,-70763.8,1.0,8198.142,156,924031.9,1.1
91,66,157,-69425,5,8184.63,156,925470,6
90,67,157,-66833,23,8163.14,156,928252,25
89,68,157,-63414,27,8136.38,156,931923,28
88,69,157,-58709,28,8101.43,156,936970,30
87,70,157,-53420,11,8062.76,156,942651,12
86,71,157,-46440,12,8013.31,156,950145,13
85,72,157,-38860#,200#,7960#,156,958290#,220#
84,73,157,-29600,150,7896.1,156,968230,160
83,74,157,-19690#,400#,7828#,156,978860#,430#
100,58,158,-36540#,400#,8015#,157,960770#,430#
99,59,158,-44150#,300#,8059#,157,952600#,320#
98,60,158,-53835.1,1.3,8114.953,157,942205.6,1.4
97,61,158,-59106.1,0.9,8143.362,157,936546.9,1.0
96,62,158,-65252,5,8177.31,157,929949,5
95,63,158,-67270.5,2.0,8185.132,157,927782.2,2.2
94,64,158,-70690.0,1.0,8201.823,157,924111.2,1.0
93,65,158,-69470.9,1.3,8189.156,157,925419.9,1.4
92,66,158,-70407.2,2.3,8190.130,157,924414.8,2.5
91,67,158,-66187,27,8158.47,157,928945,29
90,68,158,-65304,25,8147.93,157,929893,27
89,69,158,-58703,25,8101.20,157,936980,27
88,70,158,-56010,8,8079.20,157,939871,9
87,71,158,-47212,15,8018.57,157,949316,16
86,72,158,-42102,17,7981.28,157,954801,19
85,73,158,-31120#,200#,7907#,157,966590#,220#
84,74,158,-23690#,300#,7855#,157,974570#,320#
101,58,159,-31340#,500#,7983#,158,966360#,540#
100,59,159,-40770#,400#,8037#,158,956230#,430#
99,60,159,-49724,30,8088.82,158,946620,30
98,61,159,-56554,10,8126.86,158,939286,11
97,62,159,-62208,6,8157.50,158,933217,6
96,63,159,-66043,4,8176.699,158,929100,5
95,64,159,-68561.9,1.0,8187.618,158,926395.8,1.1
94,65,159,-69532.6,1.1,8188.803,158,925353.7,1.2
93,66,159,-69167.2,1.4,8181.584,158,925745.9,1.5
92,67,159,-67330,3,8165.107,158,927719,3
91,68,159,-64561,4,8142.774,158,930691,4
90,69,159,-60570,28,8112.75,158,934980,30
89,70,159,-55834,18,8078.04,158,940060,19
88,71,159,-49710,40,8034.60,158,946640,40
87,72,159,-42853,17,7986.56,158,953996,18
86,73,159,-34439,20,7928.73,158,963028,21
85,74,159,-25430#,300#,7867#,158,972700#,320#
84,75,159,-14810#,310#,7795#,158,984110#,330#
101,59,160,-36200#,400#,8009#,159,961140#,430#
100,60,160,-46720,50,8069.97,159,949840,50
99,61,160,-52894.6,2.0,8103.640,159,943215.3,2.2
98,62,160,-60233.2,2.0,8144.616,159,935337.0,2.1
97,63,160,-63493.4,0.9,8160.103,159,931837.0,1.0
96,64,160,-67942.1,1.1,8183.017,159,927061.2,1.2
95,65,160,-67836.5,1.1,8177.468,159,927174.6,1.2
94,66,160,-69672.4,0.7,8184.053,159,925203.6,0.8
93,67,160,-66382,15,8158.60,159,928736,16
92,68,160,-66064,24,8151.72,159,929077,26
91,69,160,-60300,30,8110.81,159,935260,40
90,70,160,-58163,5,8092.56,159,937559,6
89,71,160,-50270,60,8038.3,159,946030,60
88,72,160,-45939,10,8006.38,159,950683,10
87,73,160,-35820,50,7938.3,159,961540,60
86,74,160,-29330,150,7892.8,159,968510,160
85,75,160,-16880#,300#,7810#,159,981880#,320#
102,59,161,-32490#,500#,7986#,160,965120#,540#
101,60,161,-42230#,400#,8042#,160,954660#,430#
100,61,161,-50087,9,8086.00,160,946230,10
99,62,161,-56672,7,8122.04,160,939160,7
98,63,161,-61792,10,8148.98,160,933664,11
97,64,161,-65506.1,1.5,8167.193,160,929676.3,1.6
96,65,161,-67461.8,1.2,8174.481,160,927576.8,1.3
95,66,161,-68055.5,0.7,8173.309,160,926939.4,0.7
94,67,161,-67196.3,2.2,8163.113,160,927861.8,2.3
93,68,161,-65201,9,8145.86,160,930004,9
92,69,161,-61899,28,8120.49,160,933550,30
91,70,161,-57834,15,8090.39,160,937912,16
90,71,161,-52562,28,8052.78,160,943570,30
89,72,161,-46316,23,8009.12,160,950278,25
88,73,161,-38779,24,7957.45,160,958369,26
87,74,161,-30510#,200#,7901#,160,967250#,220#
86,75,161,-20840,150,7836.3,160,977620,160
85,76,161,-10200#,400#,7765#,160,989050#,430#
102,60,162,-39010#,400#,8022#,161,958120#,430#
101,61,162,-46040#,300#,8061#,161,950570#,320#
100,62,162,-54379,4,8107.574,161,941622,4
99,63,162,-58722.9,1.3,8129.559,161,936958.3,1.4
98,64,162,-64281,4,8159.037,161,930992,4
97,65,162,-65879.5,2.0,8164.077,161,929275.4,2.2
96,66,162,-68181.2,0.7,8173.456,161,926804.5,0.7
95,67,162,-66041,3,8155.413,161,929103,3
94,68,162,-66334.2,0.8,8152.396,161,928787.3,0.8
93,69,162,-61477,26,8117.59,161,934001,28
92,70,162,-59821,15,8102.53,161,935779,16
91,71,162,-52830,80,8054.6,161,943280,80
90,72,162,-49168,9,8027.12,161,947216,10
89,73,162,-39780,60,7964.3,161,957290,70
88,74,162,-33999,18,7923.82,161,963500,19
87,75,162,-22450#,200#,7848#,161,975900#,220#
86,76,162,-14500#,300#,7794#,161,984430#,320#
103,60,163,-34080#,500#,7992#,162,963410#,540#
102,61,163,-42960#,400#,8042#,162,953880#,430#
101,62,163,-50600,7,8084.17,162,945679,8
100,63,163,-56573.8,0.9,8116.017,162,939265.5,1.0
99,64,163,-61388.6,0.8,8140.756,162,934096.6,0.9
98,65,163,-64596,4,8155.632,162,930654,4
97,66,163,-66380.9,0.7,8161.784,162,928737.2,0.7
96,67,163,-66378.0,0.7,8156.967,162,928740.3,0.7
95,68,163,-65167,5,8144.740,162,930040,5
94,69,163,-62728,6,8124.98,162,932658,6
93,70,163,-59294,15,8099.11,162,936345,16
92,71,163,-54791,28,8066.68,162,941180,30
91,72,163,-49269,26,8028.01,162,947107,28
90,73,163,-42530,40,7981.89,162,954340,40
89,74,163,-34910,60,7930.3,162,962520,60
88,75,163,-26002,19,7870.87,162,972085,20
87,76,163,-16340#,300#,7807#,162,982460#,320#
86,77,163,-5310#,400#,7734#,162,994300#,430#
103,61,164,-38360#,400#,8014#,163,958820#,430#
102,62,164,-47925,4,8067.780,163,948550,4
101,63,164,-53232.1,2.1,8095.369,163,942852.9,2.2
100,64,164,-59693.7,1.0,8129.998,163,935916.2,1.1
99,65,164,-62105.0,1.9,8139.930,163,933327.6,2.0
98,66,164,-65967.6,0.7,8158.713,163,929180.8,0.7
97,67,164,-64980.5,1.4,8147.923,163,930240.5,1.5
96,68,164,-65942.6,0.7,8149.019,163,929207.7,0.8
95,69,164,-61909,25,8119.65,163,933538,27
94,70,164,-61012,15,8109.41,163,934501,16
93,71,164,-54642,28,8065.80,163,941340,30
92,72,164,-51818,16,8043.81,163,944371,17
91,73,164,-43283,28,7987.00,163,953530,30
90,74,164,-38236,10,7951.45,163,958952,10
89,75,164,-27470,50,7881.1,163,970510,60
88,76,164,-20420,150,7833.3,163,978070,160
87,77,164,-7480#,320#,7750#,163,991970#,340#
104,61,165,-34670#,500#,7992#,164,962780#,540#
103,62,165,-43510#,400#,8041#,164,953290#,430#
102,63,165,-50729,5,8080.05,164,945540,6
101,64,165,-56525.8,1.3,8110.443,164,939317.1,1.4
100,65,165,-60588.8,1.5,8130.326,164,934955.2,1.7
99,66,165,-63612.3,0.7,8143.908,164,931709.4,0.7
98,67,165,-64898.0,0.8,8146.959,164,930329.1,0.8
97,68,165,-64521.4,0.9,8139.935,164,930733.5,1.0
96,69,165,-62930.0,1.7,8125.549,164,932441.8,1.8
95,70,165,-60295,27,8104.84,164,935270,28
94,71,165,-56442,27,8076.75,164,939407,28
93,72,165,-51636,28,8042.87,164,944570,30
92,73,165,-45848,14,8003.05,164,950780,15
91,74,165,-38861,26,7955.97,164,958281,28
90,75,165,-30659,24,7901.52,164,967086,25
89,76,165,-21750#,200#,7843#,164,976650#,220#
88,77,165,-11600#,160#,7776#,164,987550#,170#
87,78,165,-320#,400#,7703#,164,999660#,430#
104,62,166,-40450#,400#,8023#,165,956580#,430#
103,63,166,-46750#,100#,8056#,165,949810#,110#
102,64,166,-54370.9,1.6,8097.226,165,941630.4,1.7
101,65,166,-57808.8,1.5,8113.223,165,937939.7,1.6
100,66,166,-62584.5,0.8,8137.279,165,932812.8,0.9
99,67,166,-63070.3,0.8,8135.493,165,932291.2,0.8
98,68,166,-64924.1,0.3,8141.948,165,930301.1,0.4
97,69,166,-61886,12,8118.94,165,933562,12
96,70,166,-61594,7,8112.46,165,933876,8
95,71,166,-56021,30,8074.18,165,939860,30
94,72,166,-53859,28,8056.44,165,942180,30
93,73,166,-46098,28,8004.97,165,950510,30
92,74,166,-41887,9,7974.90,165,955032,10
91,75,166,-31840,90,7909.6,165,965820,90
90,76,166,-25432,18,7866.34,165,972698,19
89,77,166,-13310#,200#,7789#,165,985720#,220#
88,78,166,-4780#,300#,7733#,165,994870#,320#
105,62,167,-35330#,500#,7992#,166,962070#,540#
104,63,167,-43770#,400#,8038#,166,953010#,430#
103,64,167,-50776,5,8075.54,166,945490,6
102,65,167,-55883.1,1.9,8101.441,166,940007.0,2.1
101,66,167,-59911,4,8120.878,166,935682,4
100,67,167,-62279,5,8130.37,166,933140,6
99,68,167,-63289.26,0.29,8131.735,166,932056.2,0.3
98,69,167,-62543.1,1.3,8122.583,166,932857.2,1.4
97,70,167,-60590,4,8106.202,166,934954,4
96,71,167,-57530,40,8083.17,166,938240,40
95,72,167,-53468,28,8054.18,166,942600,30
94,73,167,-48351,28,8018.86,166,948090,30
93,74,167,-42093,19,7976.70,166,954811,20
92,75,167,-34830#,40#,7929#,166,962600#,40#
91,76,167,-26500,80,7874.0,166,971550,90
90,77,167,-17072,18,7812.83,166,981672,20
89,78,167,-6750#,310#,7746#,166,992750#,330#
106,62,168,-31640#,300#,7971#,167,966030#,320#
105,63,168,-39250#,400#,8012#,167,957860#,430#
104,64,168,-48150#,300#,8060#,167,948310#,320#
103,65,168,-52781,4,8082.798,167,943337,5
102,66,168,-58560,140,8112.5,167,937130,150
101,67,168,-60060,30,8116.81,167,935520,30
100,68,168,-62989.23,0.26,8129.590,167,932378.28,0.28
99,69,168,-61312.4,1.7,8114.952,167,934178.5,1.8
98,70,168,-61579.87,0.09,8111.887,167,933891.30,0.10
97,71,168,-57070,40,8080.40,167,938730,40
96,72,168,-55361,28,8065.55,167,940570,30
95,73,168,-48394,28,8019.43,167,948050,30
94,74,168,-44893,13,7993.93,167,951805,14
93,75,168,-35790,30,7935.12,167,961570,30
92,76,168,-29995,10,7895.94,167,967799,11
91,77,168,-18670,60,7823.9,167,979960,60
90,78,168,-11010,150,7773.6,167,988180,160
89,79,168,2530#,400#,7688#,168,002720#,430#
106,63,169,-35660#,500#,7991#,168,961720#,540#
105,64,169,-43890#,400#,8035#,168,952880#,430#
104,65,169,-50480#,300#,8069#,168,945810#,320#
103,66,169,-55600,300,8094.8,168,940320,320
102,67,169,-58796,20,8109.06,168,936880,22
101,68,169,-60921.2,0.3,8117.008,168,934598.4,0.3
100,69,169,-61274.7,0.7,8114.470,168,934219.0,0.8
99,70,169,-60375.53,0.18,8104.521,168,935184.21,0.19
98,71,169,-58083,3,8086.323,168,937646,3
97,72,169,-54717,28,8061.78,168,941260,30
96,73,169,-50290,28,8030.96,168,946010,30
95,74,169,-44918,15,7994.54,168,951779,17
94,75,169,-38409,11,7951.40,168,958766,12
93,76,169,-30723,26,7901.29,168,967018,28
92,77,169,-22093,23,7845.59,168,976282,25
91,78,169,-12460#,200#,7784#,168,986620#,220#
90,79,169,-1790#,300#,7716#,168,998080#,320#
107,63,170,-30860#,500#,7963#,169,966870#,540#
106,64,170,-40850#,500#,8017#,169,956150#,540#
105,65,170,-46710#,300#,8047#,169,949860#,320#
104,66,170,-53710#,200#,8084#,169,942340#,220#
103,67,170,-56240,50,8093.79,169,939630,50
102,68,170,-60107.5,1.4,8111.953,169,935471.9,1.5
101,69,170,-59795.3,0.7,8105.514,169,935807.1,0.8
100,70,170,-60763.929,0.010,8106.610,169,934767.243,0.011
99,71,170,-57306,17,8081.67,169,938479,18
98,72,170,-56254,28,8070.88,169,939610,30
97,73,170,-50138,28,8030.30,169,946180,30
96,74,170,-47291,13,8008.95,169,949231,14
95,75,170,-38904,11,7955.01,169,958235,12
94,76,170,-33926,10,7921.13,169,963579,10
93,77,170,-23180#,100#,7853#,169,975110#,110#
92,78,170,-16299,18,7808.24,169,982502,20
91,79,170,-3700#,200#,7730#,169,996020#,220#
90,80,170,5420#,300#,7671#,170,005810#,320#
107,64,171,-36210#,500#,7990#,170,961130#,540#
106,65,171,-43770#,400#,8030#,170,953010#,430#
105,66,171,-50010#,200#,8062#,170,946310#,220#
104,67,171,-54520,600,8084,170,941470,640
103,68,171,-57717.8,1.4,8097.740,170,938037.4,1.5
102,69,171,-59210.3,1.0,8101.893,170,936435.2,1.0
101,70,171,-59306.818,0.013,8097.883,170,936331.515,0.014
100,71,171,-57828.5,1.9,8084.662,170,937918.6,2.0
99,72,171,-55431,29,8066.07,170,940490,30
98,73,171,-51720,28,8039.79,170,944480,30
97,74,171,-47086,28,8008.12,170,949450,30
96,75,171,-41250,28,7969.41,170,955720,30
95,76,171,-34297,18,7924.18,170,963180,20
94,77,171,-26410,40,7873.49,170,971650,40
93,78,171,-17470,80,7816.6,170,981250,90
92,79,171,-7562,21,7754.11,170,991882,22
91,80,171,3340#,310#,7686#,171,003590#,330#
108,64,172,-32970#,300#,7972#,171,964610#,320#
107,65,172,-39690#,500#,8006#,171,957390#,540#
106,66,172,-47760#,300#,8049#,171,948730#,320#
105,67,172,-51480#,200#,8066#,171,944730#,210#
104,68,172,-56483,4,8090.405,171,939363,4
103,69,172,-57374,5,8091.04,171,938407,6
102,70,172,-59255.456,0.014,8097.430,171,936386.654,0.015
101,71,172,-56736.1,2.3,8078.233,171,939091.3,2.5
100,72,172,-56402,24,8071.74,171,939450,26
99,73,172,-51330,28,8037.71,171,944900,30
98,74,172,-49097,28,8020.18,171,947290,30
97,75,172,-41570,40,7971.85,171,955380,40
96,76,172,-37244,13,7942.16,171,960017,14
95,77,172,-27380,30,7880.26,171,970610,30
94,78,172,-21107,10,7839.25,171,977341,11
93,79,172,-9320,60,7766.2,171,990000,60
92,80,172,-1060,150,7713.6,171,998860,160
108,65,173,-36510#,500#,7988#,172,960810#,540#
107,66,173,-43740#,400#,8026#,172,953040#,430#
106,67,173,-49350#,300#,8054#,172,947020#,320#
105,68,173,-53650#,200#,8074#,172,942400#,210#
104,69,173,-56256,4,8084.463,172,939607,5
103,70,173,-57551.234,0.011,8087.428,172,938216.212,0.012
102,71,173,-56881.0,1.6,8079.031,172,938935.7,1.7
101,72,173,-55412,28,8066.02,172,940510,30
100,73,173,-52397,28,8044.06,172,943750,30
99,74,173,-48727,28,8018.33,172,947690,30
98,75,173,-43554,28,7983.91,172,953240,30
97,76,173,-37438,15,7944.03,172,959808,16
96,77,173,-30268,11,7898.07,172,967505,11
95,78,173,-21940,60,7845.4,172,976450,70
94,79,173,-12832,23,7788.23,172,986224,24
93,80,173,-2660#,200#,7725#,172,997140#,220#
109,65,174,-31970#,500#,7963#,173,965680#,540#
108,66,174,-41130#,500#,8011#,173,955850#,540#
107,67,174,-45870#,300#,8034#,173,950760#,320#
106,68,174,-51950#,300#,8064#,173,944230#,320#
105,69,174,-53860,40,8070.64,173,942170,50
104,70,174,-56944.521,0.011,8083.848,173,938867.546,0.012
103,71,174,-55570.3,1.6,8071.454,173,940342.8,1.7
102,72,174,-55844.6,2.3,8068.534,173,940048.4,2.4
101,73,174,-51741,28,8040.45,173,944450,30
100,74,174,-50227,28,8027.26,173,946080,30
99,75,174,-43673,28,7985.09,173,953120,30
98,76,174,-39995,10,7959.46,173,957063,11
97,77,174,-30786,11,7902.04,173,966950,12
96,78,174,-25318,10,7866.11,173,972820,11
95,79,174,-14060#,100#,7797#,173,984910#,110#
94,80,174,-6641,19,7749.79,173,992871,21
109,66,175,-36730#,500#,7986#,174,960570#,540#
108,67,175,-43300#,400#,8019#,174,953520#,430#
107,68,175,-48650#,400#,8045#,174,947770#,430#
106,69,175,-52310,50,8061.77,174,943840,50
105,70,175,-54695.56,0.07,8070.925,174,941281.91,0.08
104,71,175,-55165.7,1.2,8069.141,174,940777.2,1.3
103,72,175,-54481.8,2.3,8060.763,174,941511.4,2.5
102,73,175,-52409,28,8044.45,174,943740,30
101,74,175,-49633,28,8024.11,174,946720,30
100,75,175,-45288,28,7994.82,174,951380,30
99,76,175,-40105,12,7960.73,174,956945,13
98,77,175,-33395,12,7917.91,174,964150,13
97,78,175,-25709,19,7869.52,174,972401,20
96,79,175,-17400,40,7817.59,174,981320,40
95,80,175,-7970,80,7759.2,174,991440,90
110,66,176,-33610#,500#,7969#,175,963920#,540#
109,67,176,-39390#,500#,7997#,175,957710#,540#
108,68,176,-46630#,400#,8034#,175,949940#,430#
107,69,176,-49370,100,8045.1,175,947000,110
106,70,176,-53491.322,0.014,8064.085,175,942574.706,0.016
105,71,176,-53382.3,1.2,8059.021,175,942691.7,1.3
104,72,176,-54576.4,1.5,8061.360,175,941409.8,1.6
103,73,176,-51370,30,8038.67,175,944860,30
102,74,176,-50642,28,8030.11,175,945630,30
101,75,176,-45063,28,7993.97,175,951620,30
100,76,176,-42131,11,7972.87,175,954770,12
99,77,176,-33882,8,7921.55,175,963626,9
98,78,176,-28934,13,7888.99,175,968938,14
97,79,176,-18520,30,7825.38,175,980120,40
96,80,176,-11785,11,7782.66,175,987349,12
95,81,176,580,80,7707.9,176,000630,90
110,67,177,-36280#,500#,7980#,176,961050#,540#
109,68,177,-42860#,500#,8013#,176,953990#,540#
108,69,177,-47570#,200#,8035#,176,948930#,220#
107,70,177,-50986.40,0.22,8049.974,176,945263.85,0.24
106,71,177,-52383.9,1.2,8053.450,176,943763.6,1.3
105,72,177,-52880.7,1.4,8051.836,176,943230.2,1.5
104,73,177,-51715,3,8040.829,176,944482,4
103,74,177,-49702,28,8025.04,176,946640,30
102,75,177,-46269,28,8001.22,176,950330,30
101,76,177,-41956,15,7972.44,176,954958,16
100,77,177,-36047,20,7934.63,176,961302,21
99,78,177,-29370,15,7892.49,176,968470,16
98,79,177,-21546,10,7843.86,176,976870,11
97,80,177,-12780,80,7789.9,176,986280,90
96,81,177,-3340,22,7732.17,176,996414,23
111,67,178,-32130#,500#,7957#,177,965510#,540#
110,68,178,-40260#,600#,7999#,177,956780#,640#
109,69,178,-44240#,300#,8017#,177,952510#,320#
108,70,178,-49677,7,8042.74,177,946669,7
107,71,178,-50337.9,2.3,8042.055,177,945960.1,2.4
106,72,178,-52435.4,1.4,8049.444,177,943708.3,1.5
105,73,178,-50600#,50#,8035#,177,945680#,60#
104,74,178,-50407,15,8029.26,177,945886,16
103,75,178,-45653,28,7998.16,177,950990,30
102,76,178,-43544,14,7981.91,177,953253,15
101,77,178,-36254,19,7936.56,177,961079,20
100,78,178,-31997,10,7908.25,177,965649,11
99,79,178,-22303,10,7849.39,177,976057,11
98,80,178,-16315,11,7811.36,177,982485,12
97,81,178,-4610#,100#,7741#,177,995050#,110#
96,82,178,3573,23,7690.84,178,003836,25
111,68,179,-36080#,500#,7976#,178,961270#,540#
110,69,179,-41900#,400#,8004#,178,955020#,430#
109,70,179,-46640#,200#,8026#,178,949930#,220#
108,71,179,-49059,5,8035.074,178,947333,6
107,72,179,-50463.0,1.4,8038.547,178,945825.7,1.5
106,73,179,-50357.5,1.5,8033.587,178,945939.1,1.6
105,74,179,-49295,15,8023.28,178,947079,16
104,75,179,-46584,25,8003.77,178,949990,26
103,76,179,-43020,16,7979.48,178,953816,17
102,77,179,-38082,10,7947.52,178,959118,10
101,78,179,-32268,8,7910.68,178,965359,9
100,79,179,-24989,12,7865.64,178,973174,13
99,80,179,-16933,28,7816.26,178,981820,30
98,81,179,-8270,40,7763.49,178,991120,40
97,82,179,2050,80,7701.5,179,002200,90
112,68,180,-33180#,500#,7960#,179,964380#,540#
111,69,180,-38170#,400#,7983#,179,959020#,430#
110,70,180,-44720#,300#,8016#,179,951990#,320#
109,71,180,-46680,70,8022.0,179,949890,80
108,72,180,-49779.5,1.4,8034.932,179,946559.5,1.5
107,73,180,-48933.6,2.1,8025.886,179,947467.6,2.2
106,74,180,-49636.2,1.4,8025.443,179,946713.3,1.5
105,75,180,-45837,21,7999.99,179,950792,23
104,76,180,-44356,16,7987.42,179,952382,17
103,77,180,-37978,22,7947.63,179,959229,23
102,78,180,-34430,10,7923.58,179,963038,11
101,79,180,-25626,5,7870.319,179,972490,5
100,80,180,-20251,13,7836.11,179,978260,14
99,81,180,-9390,70,7771.4,179,989920,80
98,82,180,-1941,12,7725.70,179,997916,13
112,69,181,-35440#,500#,7969#,180,961950#,540#
111,70,181,-41090#,300#,7996#,180,955890#,320#
110,71,181,-44800,130,8011.9,180,951910,140
109,72,181,-47403.0,1.4,8022.003,180,949110.8,1.5
108,73,181,-48439.1,1.6,8023.405,180,947998.5,1.7
107,74,181,-48233.9,1.4,8017.949,180,948218.7,1.6
106,75,181,-46517,13,8004.14,180,950062,13
105,76,181,-43550,25,7983.43,180,953247,27
104,77,181,-39463,5,7956.524,180,957635,6
103,78,181,-34381,14,7924.13,180,963090,15
102,79,181,-27871,20,7883.84,180,970079,21
101,80,181,-20661,15,7839.68,180,977819,17
100,81,181,-12799,9,7791.92,180,986260,10
99,82,181,-3110,90,7734.1,180,996660,90
113,69,182,-31490#,500#,7948#,181,966190#,540#
112,70,182,-38900#,400#,7984#,181,958240#,430#
111,71,182,-41770#,200#,7996#,181,955160#,220#
110,72,182,-46050,6,8014.84,181,950564,7
109,73,182,-46430.7,1.6,8012.633,181,950154.6,1.7
108,74,182,-48246.1,0.7,8018.310,181,948205.6,0.8
107,75,182,-45450,100,7998.6,181,951210,110
106,76,182,-44609,22,7989.73,181,952110,23
105,77,182,-39052,21,7954.89,181,958076,23
104,78,182,-36168,13,7934.75,181,961172,14
103,79,182,-28304,19,7887.24,181,969614,20
102,80,182,-23577,10,7856.97,181,974689,11
101,81,182,-13327,12,7796.36,181,985693,13
100,82,182,-6825,12,7756.33,181,992674,13
113,70,183,-35000#,400#,7963#,182,962430#,430#
112,71,183,-39720,80,7984.8,182,957360,90
111,72,183,-43280,30,8000.03,182,953530,30
110,73,183,-45293.5,1.6,8006.740,182,951375.4,1.7
109,74,183,-46365.7,0.7,8008.323,182,950224.4,0.8
108,75,183,-45810,8,8001.01,182,950821,9
107,76,183,-43660,50,7985.01,182,953130,50
106,77,183,-40202,25,7961.82,182,956841,26
105,78,183,-35773,14,7933.34,182,961596,15
104,79,183,-30191,9,7898.56,182,967588,10
103,80,183,-23805,7,7859.39,182,974445,8
102,81,183,-16587,9,7815.67,182,982193,10
101,82,183,-7580,29,7762.18,182,991860,30
114,70,184,-32600#,500#,7951#,183,965000#,540#
113,71,184,-36300#,200#,7967#,183,961030#,220#
112,72,184,-41500,40,7990.72,183,955450,40
111,73,184,-42839,26,7993.75,183,954010,28
110,74,184,-45705.5,0.7,8005.078,183,950933.2,0.8
109,75,184,-44220,4,7992.752,183,952528,5
108,76,184,-44252.6,0.8,7988.678,183,952492.9,0.9
107,77,184,-39611,28,7959.20,183,957480,30
106,78,184,-37332,15,7942.56,183,959922,16
105,79,184,-30319,22,7900.19,183,967452,24
104,80,184,-26345,10,7874.35,183,971718,10
103,81,184,-16883,10,7818.67,183,981875,11
102,82,184,-11052,13,7782.73,183,988136,14
101,83,184,1250#,120#,7712#,184,001350#,130#
115,70,185,-28480#,500#,7929#,184,969430#,540#
114,71,185,-33960#,300#,7955#,184,963540#,320#
113,72,185,-38320,60,7974.0,184,958860,70
112,73,185,-41394,14,7986.36,184,955561,15
111,74,185,-43387.9,0.7,7992.908,184,953421.2,0.8
110,75,185,-43819.0,0.8,7991.010,184,952958.3,0.9
109,76,185,-42805.9,0.8,7981.305,184,954046.0,0.9
108,77,185,-40336,28,7963.72,184,956700,30
107,78,185,-36688,26,7939.78,184,960614,28
106,79,185,-31858.1,2.6,7909.441,184,965798.9,2.8
105,80,185,-26184,14,7874.54,184,971891,15
104,81,185,-19758,21,7835.58,184,978789,22
103,82,185,-11541,16,7786.93,184,987610,17
102,83,185,-2240#,80#,7732#,184,997600#,90#
115,71,186,-30320#,400#,7936#,185,967450#,430#
114,72,186,-36420,50,7964.30,185,960900,60
113,73,186,-38610,60,7971.8,185,958550,60
112,74,186,-42508.6,1.2,7988.603,185,954365.1,1.3
111,75,186,-41927.3,0.8,7981.271,185,954989.2,0.9
110,76,186,-43000.0,0.8,7982.832,185,953837.6,0.8
109,77,186,-39172,17,7958.05,185,957947,18
108,78,186,-37864,22,7946.81,185,959351,23
107,79,186,-31715,21,7909.54,185,965953,23
106,80,186,-28539,12,7888.26,185,969362,13
105,81,186,-19883,21,7837.52,185,978655,22
104,82,186,-14681,11,7805.34,185,984239,12
103,83,186,-3145,17,7739.12,185,996623,18
102,84,186,4102,18,7695.95,186,004403,20
116,71,187,-27770#,400#,7923#,186,970190#,430#
115,72,187,-33000#,200#,7947#,186,964570#,220#
114,73,187,-36900,60,7963.21,186,960390,60
113,74,187,-39904.0,1.2,7975.117,186,957161.2,1.3
112,75,187,-41216.5,0.7,7977.952,186,955752.2,0.8
111,76,187,-41219.0,0.7,7973.781,186,955749.6,0.8
110,77,187,-39549,28,7960.67,186,957540,30
109,78,187,-36685,24,7941.17,186,960617,26
108,79,187,-33029,22,7917.43,186,964542,24
107,80,187,-28119,13,7886.99,186,969814,14
106,81,187,-22445,8,7852.47,186,975905,9
105,82,187,-14987,5,7808.401,186,983911,5
104,83,187,-6383,10,7758.21,186,993147,11
103,84,187,2820,30,7704.79,187,003030,40
117,71,188,-23820#,400#,7903#,187,974430#,430#
116,72,188,-30830#,300#,7936#,187,966900#,320#
115,73,188,-33910#,200#,7948#,187,963600#,220#
114,74,188,-38668,3,7969.053,187,958488,3
113,75,188,-39016.9,0.7,7966.748,187,958113.7,0.8
